reviewId,userName,userImage,content,ManualLabelling,score,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,appVersion,year
3dc55fb5-e756-4e5f-8850-9572b0dea376,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sistem verifikasi yang sangat aneh dan tidak transparan. 2 akun saya dibatasi hingga putus akses, verifikasi tidak pernah berhasil, serta tidak ada kejelasan dari pihak Linked in. SAYA MANUSIA BUKAN ROBOT, HARAP LAYANI DENGAN MANUSIA JUGA. ROBOT TIDAK MEMBERIKAN SOLUSI.",0,1,85,4.1.961,2024-07-23,,,4.1.961,2024
296bc1b3-4858-47e6-9867-bcf487fe97d4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gak bisa login tiba tiba keluar, kalau buat verifikasi yang benar napa, apalagi yang gambar gk jelas udh milih yang hadap ke atas salah mulu",0,1,6,4.1.969,2024-08-18,,,4.1.969,2024
1d581c90-ecb6-458c-8181-15363d020c77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi nya kenapa sih, udah pake ktp juga tapi selalu ga bisa padahal fotonya udah jelas. akun udah ke banned 4 kali ga bisa log in lagi gara-gara verifikasi nya menyusahkan.",0,1,3,4.1.974,2024-08-27,,,4.1.974,2024
ada5ae25-ac76-4b72-ab34-1e2f3a0cd7e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ketika pendaftaran,verifikasi selalu salah gambar yang manapun dipilih tetap bakal salah,mohon perbaikannya🙏",0,1,1,4.1.976,2024-08-28,,,4.1.976,2024
0d6aca87-4042-46cd-8a2c-858cb90cc741,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi makin sering update makin berat, sistem UI nya kurang bagus, terkadang waktu buka lama, dan search koneksi, makin lama app bazel handle hilang sendiri, terkadang buka profile lelet banget, gabisa buka, loading mulu parah sih, padahal buka app lain dan cek kecepatan koneksi internet stabil!!!",0,1,1840,4.1.932,2024-04-25,,,4.1.932,2024
ff08c6b0-2534-45ca-954c-72d49d9f5fce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kok apk nya pas ngedeteksi bot bermasalah ya, pengecekannya botnya, ada lima tahap yang keempat pertama mau pencet apapun oke, tapi yang kelima udah benar tapi kok salah",0,3,8,4.1.969,2024-08-08,,,4.1.969,2024
4f89bd07-7e6b-4621-80aa-9d2c6f60f694,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau, log in di perangkat baru aja susah. Verifikasi ribet gambar kambing sapi segala macem. Udah bolak balik verifikasi, gagal terus pas masukin capta hewan.",0,1,13,4.1.966,2024-08-06,,,4.1.966,2024
5515422a-089f-4dd4-8173-47c62358df29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Heran suka banget log out sendiri, buat masuk juga ribet lagi, aneh, padahal email sama password udah bener tapi proses verifikasinya ribett",0,2,8,4.1.963,2024-08-04,,,4.1.963,2024
2b4c1935-ef32-402e-8b81-747a7c720c6f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"padahal gaada niatan mau berlangganan dipencet berlangganan pun engga,kenapa tiba tiba saldo dana kesedot untuk berlangganan mana lumayan gede lagi dengan nominal Rp.1.116.078,tolong lah ya min kalau bisa tolong dibalikin,saya sudah mencoba untuk dikembalikan dan proses pembatalan belum juga ada respon haduhh gimana ini",0,1,22,4.1.961,2024-07-26,,,4.1.961,2024
f002ca72-009d-45bd-aa7d-8f6aa17de6f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasinya terlalu rumit dan terkesan menyulitkan, kita selalu di arahkan ke berbagai web untuk mengisi data ulang dan selalu upload berulang2. Pusing",0,4,35,4.1.953,2024-07-17,,,4.1.953,2024
6cf3acd5-914a-4bcf-aca9-4f0f99d39bf2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk aneh nih linkedin, Susah amat mau verivikasi login aja, udah nebak gambar yg menghadap ke atas semua tetep gak bisa. Mau nyari kerja aja di persulit t*i",0,1,23,4.1.963,2024-07-29,,,4.1.963,2024
a28cbdfd-4701-4554-9428-6b6c2d6b6f2d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini LinkedIn nya bagaimana sih belum apa-apa sudah log out, terus verivikasi terus, udah verifikasi gagal sudah upload yang diminta juga gak bisa.... Kok makin aneh",0,1,51,4.1.952,2024-06-27,,,4.1.952,2024
7056c6bf-4cb3-4753-a4fc-2d5d4120d45b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi aneh dan gak jelas, Padahal saya sudah melakukan verif data, katanya tunggu 24 jam di acc,, tapi sampe sekarang blom juga di acc.. ADMIN DAN PENGURUSNYA TIDAK RAMAH,TIDAK GERCEP",0,1,47,4.1.963,2024-07-27,,,4.1.963,2024
99de1721-e89e-4795-9b4a-983ba048c7e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa akun saya mendapatkan pesan akses dibatasi ya? Sudah verifikasi id pakai KTP, isi captcha berulang (ulang terus) tapi masih ngga bisa log in. Pakai g-mail ataupun Facebook juga tidak bisa..",0,3,41,4.1.953,2024-06-29,,,4.1.953,2024
8411cc2c-8db4-4fce-a12d-01944df28fae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kalo tidak bisa dibuka itu bagaimana ya min, mohon pencerahanya, dari kemaren nggak bisa dibuka aplikasinya padahal sinyal lancar🙏",0,5,520,4.1.952,2024-06-25,,,4.1.952,2024
777d5eb5-049b-4b06-91c5-0043db7ffce1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Woi yang bener aja napa, verifikasi ga normal banget. Udah milih bener masih disalahkan. Kalau ga mau niat bantu, ga usah bikin aplikasi! Aneh.",0,1,3,4.1.969,2024-08-14,,,4.1.969,2024
89c65c22-0c94-49be-9ee1-d70ab9bcde97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau login gbisa, selalu di pemeriksaan keamanan, tidak bisa masuk ke akun",0,2,3,4.1.973,2024-08-21,,,4.1.973,2024
91cc3937-5a26-47a3-aa1c-a79c9ea0b208,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Udah di suruh verifikasi make KTP, di tambah gagal terus pas proses ubah kata sandi, lalu di minta kembali verifikasi, menggunakan KTP. Apakah situs ini, akan menyalahgunakan data2 setiap orang tersebut?",0,1,0,4.1.974,2024-08-28,,,4.1.974,2024
a51a226e-ea30-4bdc-b3ff-9a6ccc97e76c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa sih login aja sulit. Cek keamanan tapi satu jam di tungguin pun gk muncul muncul. Perbaiki dong. Biar kutmbh bintangnya,0,1,17,4.1.963,2024-07-27,,,4.1.963,2024
7dfbb82e-51ac-4feb-b7aa-cda1d6eb99c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Walau gak membantu dapat kerja, setidaknya bagus buat wadah personal branding",1,5,0,4.1.974,2024-08-28,,,4.1.974,2024
55e21678-4cb7-40e7-98aa-1c372d83693e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sampah, padahal penting banget loh. Ini coba login akun lagi, tapi terkendala proses verif security check nya (yanh gambar kuda gak jelas). Dicoba selalu gagal, padahal udah sesuai arahan dan benar. Blokkk",0,1,602,4.1.918,2024-03-23,,,4.1.918,2024
a06083d8-6e30-454b-a05e-93b2282f788d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aku kesulitan untuk mereset paswordku... aplikasinya terus saja meminta foto personaku... sudah di berikan tetap saja tidak bisa login...,0,1,21,4.1.961,2024-07-23,,,4.1.961,2024
ea32fe5e-6629-4a0a-8de2-02897041f317,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kena verifikasinya musti make gambar sih iya klo langsung bener lah ini susah, salah jawab mulu knp ngga pake verifikasi dari SMS ato WA lebih gampang, ngeribetin anjir",0,1,2,4.1.966,2024-08-19,,,4.1.966,2024
82e5a3a1-f9c4-4e55-ac85-e93997f5ac9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ribet amat kalo mo masuk verivikasi manusia atau bukan! Udah jelas2 bisa masuk , pilih masuk lewat google pasti manusialah!! Ribet apk ini!!!",0,1,10,4.1.966,2024-08-03,,,4.1.966,2024
870356c8-e5df-421a-87d6-275d254baea4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terlalu sulit untuk login di HP lain. Selalu aja pemeriksaan captcha, padahal selalu benar.",0,1,7,4.1.963,2024-07-30,,,4.1.963,2024
30a04b48-1d14-4241-8408-e6d8491de203,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terlalu ribet Cara Melamar Pekerjaan nya.Knp Tidak Seperti Jobstreet yg hanya Perlu Sekali mengisi data diri dan mudah mengirim Lamaran.Di LinkedIn Selalu dibawa Keberbagai web yg harus mengulang mengisi data diri.,0,1,14,4.1.953,2024-06-29,,,4.1.953,2024
d5677f21-ecdf-4486-aae6-502d23fd0c71,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi sosmed yang bagus, bisa mempertemukan orang² profesional dalam dunia kerja.",1,5,27,4.1.962,2024-07-25,,,4.1.962,2024
87460a0a-f352-4809-bafb-779ff3fa3b2f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolonglah ini kenapa baru buat akun akses akun sudah dibatasi, ditambah sudah verifikasi pake ktp tetap saja belum bisa, padahal saya ga ngapa ngapain akun itu juga baru",0,2,38,4.1.949,2024-06-12,,,4.1.949,2024
125100f9-a694-417b-8e9c-303925fbe994,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi nya terlalu banyak bug sehingga gak bisa lagi mendaftar, aplikasi ini tidak direkomendasikan teman teman",0,1,21,4.1.953,2024-07-08,,,4.1.953,2024
904da407-9f3f-4287-b83b-42d29493edaa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya suka walaupun tdk setiap saat saya bisa beriteraksi tapi aplikasi ini banyak.menambah wawasan dan pengetahuan,1,5,17,4.1.952,2024-06-25,,,4.1.952,2024
3820055a-ff87-435a-8d93-92c6bc603187,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sulit mendapatkan pekerjaan sekali ada panggilan penipuan semua..memang jaman sekarang nyari kerja harus pakai orang dalam... Ijazah S1 lawan ijazah SMA yang menang yang ijazah SMA dikarenakan yang ijazah SMA ada orang dalamnya sedangkan yang ijazah S1 di abaikan bahkan lamaran atau CV nya langsung dibuang ke tong sampah benar' benar aneh jaman sekarang,0,1,33,4.1.949,2024-06-14,,,4.1.949,2024
8b8498ea-eaf6-4eb1-b3bc-8d2991c71042,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The best aplikasi bikin minder hahaha keren relasi di aplikasi ini sumpah bikin minder tapi memotivasi untuk mengupgrade diri,1,5,8,4.1.958.1,2024-07-15,,,4.1.958.1,2024
305d746d-f856-46b4-b5bf-bc32ee101038,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,System pencarian yang mudah digunakan dan saran-saran yang sangat berguna bagi yang membutuhkan,1,5,26,4.1.956,2024-07-15,,,4.1.956,2024
34cdfaa3-0a84-43ae-b027-f162c8f6cf9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru daftar bolak balik isi captcha mulu. Gajelas ini aplikasi. Bikin emosi aja. Belum aja cari kerja udah capek duluan bolak balik ngisi captcha. Benerin lah ini bug nya.,0,1,22,4.1.951,2024-06-19,,,4.1.951,2024
1b101d10-6232-4b84-bfa3-f46875a4314b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mau masuk susah padahal uda upload data diri. Jadi ga bisa ubah profil. Bolak balik minta verifikasi si gambar banteng dan domba. Menyebalkan! 😡😡,0,1,23,4.1.951,2024-06-19,,,4.1.951,2024
6b8c94e3-6bd7-457e-b3e0-6b8367bc4459,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"2 tahun sy mengunakn aplikasi bodong balasan pun nihil yg ada balasan kabar melalui email buat daftar lowongan kerja terus terusan. Ngabisin paket data, nyesel download , TUTUP AJA APLIKASI INI MERUGIKAN COUNSUMEN MAS BRO 2 tahun menunggu via email, rugi...........",0,1,12,4.1.953,2024-07-09,,,4.1.953,2024
3d79c764-9e03-4867-8f7e-cdea6f2444ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk yg bermanfaat utk menimba ilmu dan insight, dan mencari pekerjaan pastinya",1,5,12,4.1.953,2024-07-08,,,4.1.953,2024
609220af-1959-4916-8b11-504c54f9cc49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Akun saya ke tiba tiba berubah menjadi nama steven dan tidak bisa masuk sangat megecewakan,0,1,14,4.1.953,2024-07-04,,,4.1.953,2024
64ad719b-eda2-4c85-a670-cd485e1a15da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Situs kerha favorit saya, karena berisi tentang info loker dan ada jaringan koneksi pertemanan dengan orang2 hebat di berbagai bidang kerja dan korporat.",1,5,2,4.1.953,2024-07-13,,,4.1.953,2024
35545b9b-2afe-4445-95b1-9b945232bfb8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru download eh malah gak bisa verifikasi agak kesel ya di suruh milih gambar gtu dan berulang kali salah terus,0,1,10,4.1.953,2024-07-06,,,4.1.953,2024
3ed665d6-8e03-48b7-a3e8-87b4bf8de778,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi yang sangat membantu para pelamar kerja, ada kerja remote juga wah pokoknya keren lah aplikasi ini",1,5,9,4.1.965,2024-08-01,,,4.1.965,2024
b7faf680-feec-4fdf-a3db-b0e8cbe52d6d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus aplikasinya bisa mendapatkan informasi lowongan kerja disini dengan cepat😍,1,5,3,4.1.952,2024-07-31,,,4.1.952,2024
7894f08f-566c-4f2e-81d3-7227094a1f07,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Set asli dah ini aplikasi, masa iya mau log in malah force close di android 14",0,1,5,4.1.953,2024-07-12,,,4.1.953,2024
20575ba0-e6ce-49f8-9eb4-b67840480725,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saat seseorang ingin menjalin koneksi dengan saya, karena tombol (x) dan (checklist) kecil dan bersampingan, saya malah tidak sengaja memencet (x) dan saya ingin membatalkannya tapu malah terpemcet lagi tulisan yang menanyakan untuk tidak menyarankan dalam pencarian bla3x dan sekali lagi tidak sengaja saya memencet ya karena di posisi yang sama tombolnya!!! Saya gabisa cari orangnya lagi jadinya 😭😭😭",0,1,449,4.1.921,2024-04-01,,,4.1.921,2024
94b16be6-a7c6-41c0-a6ae-b72b398e27fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Untuk jobseeker, biaya bulanan nya terlalu mahal dalam bentuk IDR. Ditambah gak bisa liat, siapa aja yg cek profile jobseeker. Padahal cuma untuk cari kerja doang, tapi biaya yang diberikan kelewat mahal",0,1,313,4.1.918,2024-03-17,,,4.1.918,2024
